id,nazev,nace,ulice_cp,psc_obec,souradnice,adm,prikon,nox,so2,co,co2,tzl,voc,amoniak,ostatni,paliva
731380023,STRABAG Property and Facility Services a.s. - Prosek Point,811000,Prosecká 851/64,190 00 Praha,"50° 7´ 6.421"" sš 14° 29´ 58.805"" vd",27669548,2.0,0,0,0,0,0,0,0,0,
310099552,STRABAG Property and Facility Services a.s. - Trianon,811000,Budějovická 1518/13b,140 00 Praha,"50° 2´ 41.540"" sš 14° 26´ 59.086"" vd",27791505,0.9,0,0,0,0,0,0,0,0,
729410033,STRABAG Property and Facility Services a.s. - U Center,811000,Evropská 810/136,160 00 Praha,"50° 5´ 56.767"" sš 14° 21´ 51.208"" vd",26663571,0.6,0,0,0,0,0,0,0,0,
727071373,STRABAG-NYX Hotel,811000,Panská 1308/9,110 00 Praha,"50° 5´ 2.481"" sš 14° 25´ 40.551"" vd",21711135,0.8,0,0,0,0,0,0,0,0,nafta;zemní plyn
730890033,"Středisko společných činností AV ČR, v. v. i. - Hotel Mazanka",559000,Za vodárnou 1013/1,182 00 Praha,"50° 7´ 25.674"" sš 14° 28´ 24.440"" vd",22382739,,0,0,0,0,0,0,0,0,nafta
732450461,Svoboda Press s.r.o.,181200,Sazečská 560/8,108 00 Praha,"50° 4´ 48.309"" sš 14° 31´ 12.290"" vd",22591427,,6.2,0,10.614,0,0.309,6.927,0,10.216,
732450023,"ŠKODA TRANSPORTATION a.s., provozovna OZM",302000,Sazečská 3206/3,108 00 Praha,"50° 4´ 26.254"" sš 14° 31´ 12.651"" vd",22758356,,0,0,0,0,0.088,1.371,0,0,
319900942,TBG METROSTAV s.r.o.,236300,Na obrátce 635/12,198 00 Praha,"50° 5´ 42.279"" sš 14° 31´ 37.112"" vd",,,0,0,0,0,0,0,0,0,
730190013,TBG METROSTAV s.r.o.,236300,Povltavská,170 00 Praha,"50° 6´ 54.212"" sš 14° 26´ 16.332"" vd",,3.2,0.035,0.0,0.003,0,0.0,0,0,0.0,zemní plyn
730950103,TBG METROSTAV s.r.o.,236300,Rohanský ostrov 68,180 00 Praha,"50° 5´ 33.641"" sš 14° 27´ 30.116"" vd",,,0,0,0,0,0,0,0,0,
310058702,TBG METROSTAV s.r.o.,236300,Puchmajerova,158 00 Praha,"50° 3´ 13.483"" sš 14° 22´ 34.511"" vd",,0.3,0.018,0.0,0.002,0,0.0,0,0,0.0,"propan, butan a jejich směsi"
310058712,"TBG METROSTAV s.r.o. - Praha 4, Kunratická spojka",236300,Pramenná,148 00 Praha,"49° 59´ 41.694"" sš 14° 28´ 52.990"" vd",,0.3,0.015,0.0,0.002,0,0.0,0,0,0.0,"propan, butan a jejich směsi"
731438301,TEDOM a.s. - kogenerační teplárna areál Daewo-Avia,271100,Beranových 140,199 00 Praha,"50° 8´ 33.446"" sš 14° 30´ 57.417"" vd",22492879,13.7,10.311,0,19.402,0,0,0,0,0,skládkový plyn
119801862,TEDOM a.s. - Kogenerační teplárna skládka TKO Ďáblice,271100,Ďáblická 791/89,182 00 Praha,"50° 9´ 24.986"" sš 14° 29´ 0.000"" vd",25050656,1.7,3.08,0,4.402,0,0,0,0,0,skládkový plyn
310053912,"TECHO, a.s. - Praha 10, U továren - pec",310100,U továren 1/770,102 00 Praha,"50° 3´ 27.999"" sš 14° 31´ 47.000"" vd",,,0,0,0,0,0.004,0.107,0,0,
727590133,"Thomayerova nemocnice, Vídeňská 800",861000,Vídeňská 800,140 59 Praha,"50° 1´ 47.199"" sš 14° 27´ 28.155"" vd",42656508,24.5,2.013,0,0.148,0,0,0,0,0,zemní plyn
732250133,"TISKAP s.r.o. - Praha, Na louži",181200,Na louži 65/2,101 00 Praha,"50° 3´ 50.342"" sš 14° 27´ 29.940"" vd",22655476,,0,0,0,0,0,3.041,0,0,
310098832,"Tiskárna Flora s.r.o. - Praha 10, Štěrboholská",181200,Štěrboholská 1307/44,102 00 Praha,"50° 3´ 38.243"" sš 14° 32´ 0.808"" vd",22718192,,0,0,0,0,0,1.63,0,0,
310016642,"Tiskárna Kaliba, spol. s r.o. - Praha, U Domu služeb",181300,U Domu služeb 166/5,143 00 Praha,"50° 0´ 17.221"" sš 14° 24´ 20.581"" vd",21916144,,0,0,0,0,0,0.565,0,0,
310029562,"Tiskárna Ministerstva vnitra - Praha 4, Bartůňkova",181200,Bartůňkova 1159/4,149 00 Praha,"50° 1´ 46.650"" sš 14° 30´ 18.086"" vd",21838518,0.8,0.212,0.001,0.35,0,0.002,0.86,0,0.07,zemní plyn
732050421,TK GALVANOSERVIS s.r.o.,256100,V Chotejně 1307/9,102 00 Praha,"50° 3´ 37.213"" sš 14° 32´ 0.781"" vd",79897533,2.4,0.573,0.019,0.148,0,0,1.504,0,0.221074,zemní plyn
119813432,"T-Mobile Czech Republic a.s. - HQ Tomíčkova, Praha",612030,Tomíčkova 2144/1,148 00 Praha,"50° 2´ 19.870"" sš 14° 28´ 31.275"" vd",21847011,4.7,0,0,0,0,0,0,0,0,nafta
727410493,T-Mobile Czech Republic a.s. - PH3 Vozová,612030,Vozová 467/3,130 00 Praha,"50° 4´ 55.367"" sš 14° 26´ 28.953"" vd",21771421,0.5,0,0,0,0,0,0,0,0,nafta
727540103,T-Mobile Czech Republic a.s. - PH3957 THP,612030,Vinohradská 2405/190,130 00 Praha,"50° 4´ 41.195"" sš 14° 28´ 25.950"" vd",30481830,15.5,0,0,0,0,0,0,0,0,nafta
727410503,T-Mobile Czech Republic a.s. - PH716 Nagano,612030,K Červenému dvoru 3156/25,130 00 Praha,"50° 5´ 1.959"" sš 14° 28´ 53.522"" vd",22722181,5.1,0,0,0,0,0,0,0,0,nafta
310099572,"T-Mobile Czech Republic a.s. - Praha 4, nám. Hrdinů",612030,náměstí Hrdinů 1634/3,140 00 Praha,"50° 3´ 22.368"" sš 14° 26´ 1.768"" vd",21954381,7.7,0,0,0,0,0,0,0,0,nafta
310099582,"T-Mobile Czech Republic a.s. - Praha 6, Evropská",612030,Evropská 423/178,160 00 Praha,"50° 5´ 42.554"" sš 14° 20´ 18.209"" vd",25572415,5.0,0,0,0,0,0,0,0,0,nafta
732050113,T-Mobile DC7,612030,K pérovně 1616/2,102 00 Praha,"50° 3´ 54.311"" sš 14° 31´ 39.756"" vd",78610133,,0,0,0,0,0,0,0,0,
310013812,"Transakta a.s. - Praha, Bílá Labuť",682020,Na poříčí 1068/23,110 00 Praha,"50° 5´ 24.014"" sš 14° 26´ 2.036"" vd",21708941,6.0,0.583,0.014,0.016,0,0.011,0,0,0.029,"topné oleje nízkosirné (obsah síry více než 0,1% a max. do 1 % vč.)"
732110051,"Trelleborg Wheel Systems Czech Republic a.s., závod Praha",221100,Švehlova 1900/3,106 00 Praha,"50° 3´ 32.613"" sš 14° 30´ 37.614"" vd",26057760,36.9,10.107,0.057,2.633,0,0.677,29.515,0,0.156,zemní plyn
310046752,"Triangl, a.s. - Praha, Beranových",181200,Beranových 65,199 00 Praha,"50° 8´ 5.692"" sš 14° 30´ 51.159"" vd",22492135,,0,0,0,0,0,5.81,0,0,
119801532,TRONIC spol. s r.o. - Mezi úvozy,271100,Mezi úvozy 1850/1,193 00 Praha,"50° 7´ 14.468"" sš 14° 37´ 20.977"" vd",22447814,,0,0,0,0,0,0.258,0,0,
727090391,"TRŽIŠTĚ, a.s. - hotel ARIA Praha",551010,Tržiště 368/9,118 00 Praha,"50° 5´ 13.728"" sš 14° 24´ 9.536"" vd",21698287,1.0,0.099,0,0.006,0,0,0.116,0,0,zemní plyn
310097422,"TUkas a.s. - autolak. - Praha, Černokostelecká (areál ČSAO)",452000,Černokostelecká 565/114,108 00 Praha,"50° 4´ 36.691"" sš 14° 31´ 24.265"" vd",22591494,,0.027,0,0.101,0,0,2.964,0,0,
310099312,"u & we Advertising, spol. s r.o. - tiskárna - Praha",181200,15/2635,193 00 Praha,"50° 7´ 19.426"" sš 14° 37´ 11.866"" vd",26771900,,0,0,0,0,0,1.563,0,0,
791730111,UJP PRAHA a.s. - provozovna,266000,Nad Kamínkou 1345,156 00 Praha,"49° 57´ 47.313"" sš 14° 23´ 8.432"" vd",25013726,,0,0,0,0,0.015,0,0,8e-05,
728730123,UNITED BAKERIES a.s. - Praha,107100,Pekařská 598/1,155 00 Praha,"50° 3´ 25.321"" sš 14° 20´ 30.671"" vd",22724575,8.5,1.557,0.0,0.909,0,0.0,0,0,0.0,zemní plyn
310065832,Ústav pro péči o matku a dítě - plynová kotelna,861000,Podolské nábřeží 157/36,147 00 Praha,"50° 3´ 43.695"" sš 14° 25´ 9.298"" vd",21960372,2.8,0.224,0,0.24,0,0,0,0,0,nafta;zemní plyn
728221101,Václav Cita - čištění a praní textilu a oděvů,960100,1,140 00 Praha,"50° 1´ 40.058"" sš 14° 30´ 30.147"" vd",,,0,0,0,0,0,0.261,0,0,
730040023,Vegacom a.s. - Telehouse Šárka,422200,Lužná 591/4,160 00 Praha,"50° 6´ 4.540"" sš 14° 20´ 31.670"" vd",22290354,3.5,0,0,0,0,0,0,0,0,nafta
755540771,"Veolia Energie ČR, a.s. - 010 Lidl Velká Ohrada",353010,Červeňanského 2723/29,158 00 Praha,"50° 2´ 26.104"" sš 14° 20´ 2.982"" vd",28076028,17.0,1.023,0,0.009,0,0,0,0,0,zemní plyn
773990861,"Veolia Energie ČR, a.s. - 011 Kateřinky",353010,Proutěná 422/45,149 00 Praha,"50° 1´ 19.678"" sš 14° 31´ 34.606"" vd",22721363,6.3,0.653,0,0.001,0,0,0,0,0,zemní plyn
728220851,"Veolia Energie ČR, a.s. - 014 Flora Kunratice 7BK1",353010,Hornomlýnská 1140,148 00 Praha,"50° 1´ 21.999"" sš 14° 29´ 18.043"" vd",25158201,9.3,1.016,0,0.0,0,0,0,0,0,zemní plyn
755540571,"Veolia Energie ČR, a.s. - 015 NB 12",353010,Běhounkova 2452/6,158 00 Praha,"50° 3´ 14.499"" sš 14° 20´ 25.336"" vd",25730266,16.6,2.529,0,0.01,0,0,0,0,0,zemní plyn
119810592,"Veolia Energie ČR, a.s. - 892 ZŠ Hostýnská - Nafukovací hala",353010,Hostýnská 2100/2,180 00 Praha,"50° 4´ 47.416"" sš 14° 29´ 43.181"" vd",22624571,0.4,0.012,0,0.003,0,0,0,0,0,zemní plyn
728310013,"Veolia Energie ČR, a.s. - 954 Areál Vimbau",353010,Dobronická 1257,148 00 Praha,"50° 0´ 37.120"" sš 14° 28´ 9.914"" vd",25167791,8.9,0.412,0,0.0,0,0,0,0,0,zemní plyn
728830023,"Veolia Energie Praha, a.s. - Bloková kotelna Barrandov 1",353010,Pražského 607/19,152 00 Praha,"50° 2´ 11.493"" sš 14° 23´ 0.992"" vd",22004441,9.2,0.724,0,0.015,0,0,0,0,0,zemní plyn
728830033,"Veolia Energie Praha, a.s. - Bloková kotelna Barrandov 2",353010,Dreyerova 643/19,152 00 Praha,"50° 2´ 13.003"" sš 14° 22´ 50.441"" vd",22004840,9.4,0.918,0,0.014,0,0,0,0,0,zemní plyn
728830043,"Veolia Energie Praha, a.s. - Bloková kotelna Barrandov 3",353010,Kurandové 676/1,152 00 Praha,"50° 1´ 54.766"" sš 14° 22´ 44.025"" vd",22005285,9.4,1.045,0,0.0,0,0,0,0,0,zemní plyn
728830063,"Veolia Energie Praha, a.s. - Bloková kotelna Barrandov 5",353010,Lohniského 852/10,152 00 Praha,"50° 2´ 14.995"" sš 14° 22´ 22.934"" vd",22007326,9.4,1.116,0,0.101,0,0,0,0,0,zemní plyn
728830073,"Veolia Energie Praha, a.s. - Bloková kotelna Barrandov 6",353010,Štěpařská 822/19,152 00 Praha,"50° 1´ 50.591"" sš 14° 22´ 27.264"" vd",28009312,9.4,0.923,0,0.028,0,0,0,0,0,zemní plyn
728830083,"Veolia Energie Praha, a.s. - Bloková kotelna Barrandov 7",353010,V Remízku 938/11,152 00 Praha,"50° 1´ 44.535"" sš 14° 22´ 8.903"" vd",22716157,17.2,2.371,0,0.179,0,0,0,0,0,zemní plyn
729350023,"Veolia Energie Praha, a.s. - Teplárna Veleslavín",353010,Na hradním vodovodu 435/4,162 00 Praha,"50° 5´ 34.465"" sš 14° 21´ 26.396"" vd",22731181,141.8,19.651,0.0,4.469,29097.488,0.008,0,0,0.040340376931000003,zemní plyn
729790013,"Veolia Energie Praha, a.s. - Výtopna Dědina",353010,Pod Cihelnou 581/269,161 00 Praha,"50° 5´ 33.737"" sš 14° 18´ 47.170"" vd",28009177,21.2,2.969,0,0.013,0,0,0,0,0,zemní plyn
729270013,"Veolia Energie Praha, a.s. - Výtopna Juliska",353010,Pod Juliskou 2604/6,160 00 Praha,"50° 6´ 39.298"" sš 14° 23´ 23.898"" vd",25800663,55.2,16.873,0.0,0.0,23021.178,0.027,0,0,0.061711401464000004,zemní plyn
728760053,"Veolia Energie Praha, a.s. - Výtopna Košíře",353010,Houdova 1233/15a,158 00 Praha,"50° 3´ 50.974"" sš 14° 22´ 58.039"" vd",25451774,7.5,0.666,0,0.005,0,0,0,0,0,zemní plyn
755540153,"Veolia Energie Praha, a.s. - Výtopna Lužiny 3",353010,Fantova 1741/25,155 00 Praha,"50° 2´ 39.082"" sš 14° 18´ 57.047"" vd",22120858,18.4,1.946,0,0.17,0,0,0,0,0,zemní plyn
755540163,"Veolia Energie Praha, a.s. - Výtopna Lužiny 4",353010,Holýšovská 1876/2,155 00 Praha,"50° 2´ 26.681"" sš 14° 19´ 16.246"" vd",22122206,18.9,0.886,0,0.003,0,0,0,0,0,zemní plyn
755540173,"Veolia Energie Praha, a.s. - Výtopna Lužiny 5",353010,Kolovečská 1936/3,155 00 Praha,"50° 2´ 25.720"" sš 14° 19´ 45.665"" vd",22702288,16.7,1.54,0,0.015,0,0,0,0,0,zemní plyn
755540183,"Veolia Energie Praha, a.s. - Výtopna Lužiny 6",353010,Böhmova 1975/2,155 00 Praha,"50° 2´ 42.021"" sš 14° 20´ 17.093"" vd",22123156,17.3,1.212,0,0.02,0,0,0,0,0,zemní plyn
755540203,"Veolia Energie Praha, a.s. - Výtopna Nové Butovice 13",353010,Nušlova 299/63,158 00 Praha,"50° 3´ 15.667"" sš 14° 20´ 49.846"" vd",22730729,17.3,2.537,0,0.003,0,0,0,0,0,zemní plyn
755540213,"Veolia Energie Praha, a.s. - Výtopna Nové Butovice 17",353010,Ovčí Hájek 2176/1,158 00 Praha,"50° 2´ 56.839"" sš 14° 21´ 4.784"" vd",22707972,17.3,1.972,0,0.003,0,0,0,0,0,zemní plyn
755540223,"Veolia Energie Praha, a.s. - Výtopna Nové Butovice 18",353010,V Hůrkách 2077/31,158 00 Praha,"50° 2´ 54.696"" sš 14° 20´ 27.678"" vd",22703730,13.9,0.65,0,0.038,0,0,0,0,0,zemní plyn
738620033,"Veolia Energie Praha, a.s. - Výtopna Radotín",353010,nám. Osvoboditelů 1369,153 00 Praha,"49° 59´ 3.764"" sš 14° 21´ 39.137"" vd",22058095,9.3,0.837,0,0.0,0,0,0,0,0,zemní plyn
738620093,"Veolia Energie Praha, a.s. - Výtopna Radotín 2",353010,Sídliště 1600/15a,153 00 Praha,"49° 58´ 51.706"" sš 14° 21´ 18.259"" vd",28293291,7.0,0.263,0,0.0,0,0,0,0,0,zemní plyn
773770013,"Veolia Energie Praha, a.s. - Výtopna Rohožník",353010,Žlebská -,190 16 Praha,"50° 4´ 12.905"" sš 14° 40´ 47.483"" vd",,9.6,0.406,0,0.095,0,0,0,0,0,zemní plyn
729700013,"Veolia Energie Praha, a.s. - Výtopna Řepy 1",353010,Šímova 1056/6,163 00 Praha,"50° 3´ 50.109"" sš 14° 18´ 50.689"" vd",22250450,15.1,2.323,0,0.004,0,0,0,0,0,zemní plyn
729700023,"Veolia Energie Praha, a.s. - Výtopna Řepy 2",353010,Brunnerova 1012/1,163 00 Praha,"50° 4´ 4.789"" sš 14° 18´ 53.755"" vd",22250018,15.1,1.566,0,0.0,0,0,0,0,0,zemní plyn
729700033,"Veolia Energie Praha, a.s. - Výtopna Řepy 3",353010,Žufanova 1092/16,163 00 Praha,"50° 4´ 15.006"" sš 14° 18´ 31.143"" vd",22250808,15.1,1.05,0,0.011,0,0,0,0,0,zemní plyn
729700043,"Veolia Energie Praha, a.s. - Výtopna Řepy 4",353010,Drahoňovského 1149/2,163 00 Praha,"50° 3´ 41.992"" sš 14° 18´ 16.858"" vd",22251341,17.2,1.629,0,0.284,0,0,0,0,0,zemní plyn
729700053,"Veolia Energie Praha, a.s. - Výtopna Řepy 5",353010,Drahoňovského 1180/6,163 00 Praha,"50° 3´ 52.045"" sš 14° 17´ 56.094"" vd",22251642,13.9,0.774,0,0.012,0,0,0,0,0,zemní plyn
755540133,"Veolia Energie Praha, a.s. - Výtopna Stodůlky 1",353010,Lýskova 1614/59,155 00 Praha,"50° 3´ 6.356"" sš 14° 18´ 38.844"" vd",22119591,18.9,1.243,0,0.026,0,0,0,0,0,zemní plyn
755540143,"Veolia Energie Praha, a.s. - Výtopna Stodůlky 2",353010,Hábova 1572/1,155 00 Praha,"50° 2´ 45.811"" sš 14° 18´ 31.260"" vd",22119299,15.1,1.175,0,0.032,0,0,0,0,0,zemní plyn
755540193,"Veolia Energie Praha, a.s. - Výtopna Velká Ohrada 8",353010,Tlumačovská 2255/1,155 00 Praha,"50° 2´ 25.679"" sš 14° 20´ 32.384"" vd",22703314,17.3,1.859,0,0.004,0,0,0,0,0,zemní plyn
791730063,"Veolia Energie Praha, a.s. - Výtopna Zbraslav",353010,K Výtopně 357,156 00 Praha,"49° 57´ 54.303"" sš 14° 22´ 39.901"" vd",30485720,16.9,3.181,0,0.007,0,0,0,0,0,zemní plyn
729710301,Vězeňská služba České republiky - Ruzyně,842300,Staré náměstí 3/12,161 00 Praha,"50° 4´ 52.662"" sš 14° 18´ 48.045"" vd",22232494,5.6,0.241,0,0.056,0,0,0,0,0,nafta;zemní plyn
728160081,Vězeňská služba České republiky - vazební věznice Praha-Pankrác,842300,Soudní 988/1,140 00 Praha,"50° 3´ 29.756"" sš 14° 26´ 17.403"" vd",21948020,9.3,0.166,0,0.001,0,0,0.16,0,0.152,nafta;zemní plyn
782370023,VIN AGRO_Kompostárna,016000,Jilemnická 879,190 17 Praha,"50° 8´ 44.350"" sš 14° 33´ 17.466"" vd",74371398,,0,0,0,0,0,0,0.338,0,
773420053,VLTAVA LABE MEDIA - Praha Uhříněves,581300,Přátelství 986/19,104 00 Praha,"50° 2´ 21.888"" sš 14° 35´ 17.797"" vd",25017039,2.5,0.242,0.001,0.04,0,0.003,2.506,0,0.008,zemní plyn
731330033,Vojenská zdravotní pojišťovna České republiky,843000,,190 03 Praha,"50° 6´ 15.279"" sš 14° 29´ 9.302"" vd",22499351,0.4,0,0,0,0,0,0,0,0,
727180533,Všeobecná FN - Benátská - kotelna,861000,Benátská 499/9,128 00 Praha,"50° 4´ 21.076"" sš 14° 25´ 21.709"" vd",22724176,11.2,1.956,0,0.054,0,0,0,0,0,zemní plyn
727180073,Všeobecná FN - Karlovo nám. 32 - kotelna+ZZ,861000,Karlovo náměstí 554/32,120 00 Praha,"50° 4´ 35.153"" sš 14° 25´ 16.051"" vd",21731250,4.1,0.277,0,0.032,0,0,0,0,0,nafta;zemní plyn
727180553,Všeobecná FN - Karlovo nám. 36 - kotelna,861000,Karlovo náměstí 504/36,128 00 Praha,"50° 4´ 28.465"" sš 14° 25´ 13.724"" vd",21730580,2.3,0.343,0,0.08,0,0,0,0,0,zemní plyn
727180543,Všeobecná FN - Wenzigova - kotelna+ZZ,861000,Wenzigova 2083/1,120 00 Praha,"50° 4´ 15.130"" sš 14° 25´ 44.231"" vd",22733001,13.5,1.373,0,0.037,0,0,0,0,0,nafta;zemní plyn
310003552,"Výzkumný ústav vodohospodářský T.G.M. - Praha, Podbabská",721900,Podbabská 2582/30,160 00 Praha,"50° 6´ 59.183"" sš 14° 23´ 35.777"" vd",25018914,1.7,0.126,0,0.006,0,0,0,0,0,zemní plyn
643770013,Wavin Czechia s.r.o. - Horní Počernice,222100,Do Čertous 2659/12,193 00 Praha,"50° 7´ 22.419"" sš 14° 36´ 46.899"" vd",27183165,,0,0,0,0,0,0.455,0,0,
727020383,WIC Prague a.s. - IC Hotel,551010,náměstí Curieových 43/5,110 00 Praha,"50° 5´ 31.114"" sš 14° 25´ 7.784"" vd",21715092,13.5,1.107,0,0.228,0,0,0.215,0,0,nafta;zemní plyn
728610273,"WOOD Transport Energo a.s., nádraží Modřany",467700,U soutoku,143 00 Praha,"50° 0´ 3.900"" sš 14° 24´ 13.210"" vd",,,0,0,0,0,0.162,0,0,0,
755540891,Z- Planet s.r.o. - čistírna Mílá,960100,Sluneční náměstí 2588/14,158 00 Praha,"50° 3´ 1.068"" sš 14° 20´ 37.246"" vd",26742101,,0,0,0,0,0,0,0,0,
310096592,"Zakládání staveb, a.s. - Praha, Dobronická",439900,Dobronická 1371,148 00 Praha,"50° 0´ 33.646"" sš 14° 28´ 28.491"" vd",25435744,,0,0,0,0,0,0.449,0,0,
310035042,"Základní škola - Praha 4, Předškolní",853110,Předškolní 5/420,148 00 Praha,"50° 0´ 41.377"" sš 14° 28´ 51.284"" vd",21879605,0.7,0,0,0,0,0,0,0,0,zemní plyn
310070782,ZAPA beton a.s. - Betonárna Kačerov,236300,Ke garážím,141 00 Praha,"50° 2´ 18.002"" sš 14° 27´ 50.001"" vd",,0.4,0.07,0,0.002,0,0.106,0,0,0,zemní plyn
310062462,ZAPA beton a.s. - Betonárna Písnice,236300,Vídeňská 495,142 00 Praha,"49° 59´ 41.049"" sš 14° 28´ 54.978"" vd",22741267,0.4,0.027,0,0.001,0,0.032,0,0,0,"topné oleje nízkosirné (obsah síry více než 0,1% a max. do 1 % vč.)"
310059362,"Zařízení služeb pro MV - Praha 6, Atletická (Spiritka)",841100,Atletická 2352/11,169 00 Praha,"50° 4´ 44.010"" sš 14° 22´ 26.786"" vd",25245741,0.5,0.064,0,0.035,0,0,0,0,0,zemní plyn
310060762,"Zařízení služeb pro MV - Praha 6, José Martího",841100,José Martího 385/11,162 00 Praha,"50° 5´ 36.909"" sš 14° 20´ 17.405"" vd",22283731,1.7,0.184,0,0.068,0,0,0.233,0,0,zemní plyn
732540131,"Zentiva, k.s.",212000,U kabelovny 130/22,102 37 Praha,"50° 3´ 37.941"" sš 14° 32´ 41.207"" vd",25370839,14.3,1.066,0,0.011,0,0,5.077,0,0,nafta;zemní plyn
310501732,"AGRA Deštná, a.s.",015000,311,378 25 Deštná,"49° 16´ 13.238"" sš 14° 54´ 54.388"" vd",2201925,4.3,7.237,0,14.263,0,0.04,0,0,0,bioplyn
770230073,AGRICO s.r.o.,332000,Rybářská 671,379 01 Třeboň,"49° 1´ 2.828"" sš 14° 45´ 22.028"" vd",14838443,,0,0,0,0,0.014,0,0,0,
310501282,"AGRO-LA, spol. s r.o. - Jindřichův Hradec",105100,Jiráskovo předměstí 630,377 01 Jindřichův Hradec,"49° 7´ 48.842"" sš 15° 1´ 6.467"" vd",25243683,0.3,0.049,0,0.002,0,0,0,0,0,zemní plyn
663200023,ALK MAREK dřevovýroba Hůrka,477800,Husova,378 21 Kardašova Řečice,"49° 11´ 16.414"" sš 14° 51´ 43.744"" vd",,,0,0,0,0,0.064,0,0,0,
660520143,AUTOSALON SVITÁK s.r.o.,452000,Miřiovského 1185,377 01 Jindřichův Hradec,"49° 9´ 0.000"" sš 14° 59´ 58.757"" vd",26760606,,0,0,0,0,0,0.178,0,0,
310502082,AVE CZ odpadové hospodářství s.r.o. - Jindřichův Hradec,381100,,377 01 Jindřichův Hradec,"49° 7´ 15.896"" sš 15° 2´ 16.800"" vd",,0.4,1.13,0,1.92,0,0,0,0,0,skládkový plyn
311441002,BIOPLYN Třeboň spol. s r.o.,351100,Lázeňská 1001,379 01 Třeboň,"49° 0´ 8.569"" sš 14° 45´ 4.487"" vd",14841746,1.0,8.6,1.78,25.92,0,0.1,0,0,0,bioplyn
311470172,BIOPLYN Třeboň spol. s r.o. - Bioplynová stanice,351100,181,379 01 Třeboň,"49° 1´ 53.214"" sš 14° 45´ 19.501"" vd",,0.3,2.793,0.041,6.286,0,0.036,0,0,0,bioplyn
770230161,Bohemia Regent a.s.,110500,124,379 01 Třeboň,"48° 57´ 53.685"" sš 14° 47´ 8.674"" vd",14676290,8.7,0.69,0.022,0.041,0,0.045,0,0,0.028,zemní plyn
657570661,"BOHEMIA VITAE Jindřichův Hradec, a.s. - dieselagregát Jarošov nad Nežárkou",014600,,378 41 Jarošov nad Nežárkou,"49° 11´ 23.611"" sš 15° 4´ 2.417"" vd",,0.4,0,0,0,0,0,0,0,0,
756370671,"BOHEMIA VITAE Jindřichův Hradec, a.s. - dieselagregát Stráž nad Nežárkou",014600,,378 02 Stráž nad Nežárkou,"49° 4´ 10.955"" sš 14° 54´ 19.850"" vd",,0.4,0,0,0,0,0,0,0,0,nafta
660520641,"BOHEMIA VITAE Jindřichův Hradec, a.s. - drůbežárna Jindřichův Hradec",014600,Jiráskovo předměstí 630/III,377 11 Jindřichův Hradec,"49° 8´ 38.568"" sš 15° 0´ 10.828"" vd",,0.8,0,0,0,0,0,0,0,0,nafta
310500182,"BOHEMIA VITAE Jindřichův Hradec, a.s. - Stráž nad Nežárkou",014600,,377 11 Stráž nad Nežárkou,"49° 3´ 49.395"" sš 14° 54´ 48.342"" vd",,0.6,0.024,0.0,0.037,0,0.005,0,0,0.0,hnědé uhlí tříděné
663200681,"BOHEMIA VITAE Jindřichův Hradec, a.s. - výkrmna brojlerů Kardašova Řečice",014600,Palackého 5,378 21 Kardašova Řečice,"49° 10´ 35.669"" sš 14° 50´ 42.777"" vd",30293197,0.8,0,0,0,0,0,0,0,0,nafta
716500013,Borgstena Textile Czech Republic s.r.o.,132000,427,377 01 Jindřichův Hradec,"49° 8´ 34.819"" sš 15° 2´ 12.832"" vd",77775694,2.1,0.066,0,0.002,0,0.014,0,0,0.31,zemní plyn
770230043,Břilice spol. s r.o. - silo Břilice,682000,,379 01 Třeboň,"49° 1´ 45.029"" sš 14° 45´ 17.279"" vd",,,0,0,0,0,0.91,0,0,0,
310570212,BTC GROUP a.s.,251100,Jarošovská 1338,377 01 Jindřichův Hradec,"49° 9´ 28.694"" sš 15° 1´ 14.350"" vd",28269004,,0,0,0,0,0,0.322,0,0,
310470092,"CEMEX Czech Republic, s.r.o. - betonárna Dačice",236300,Učňovská 247,380 01 Dačice,"49° 5´ 32.941"" sš 15° 26´ 5.435"" vd",14823284,,0,0,0,0,0.177,0,0,0,
624400491,"CENTROPEN, a.s.",329900,Třída 9. května 161,380 01 Dačice,"49° 5´ 12.602"" sš 15° 26´ 13.252"" vd",14822431,,0,0,0,0,0,5.746,0,0,
617860023,"CIZ - AGRO, a.s. -Diesel agregát FOGO",015000,,378 81 Cizkrajov,"49° 1´ 56.510"" sš 15° 23´ 48.425"" vd",,0.6,0.024,0,0.005,0,0,0,0,0,nafta
310400092,"CIZ - AGRO, a.s.- sušička obilí",015000,,380 01 Peč,"49° 3´ 27.573"" sš 15° 23´ 56.806"" vd",,,0.01,0,0.0,0,0,0,0,0,
310502112,"Českomoravský beton, a.s. - provozovna J.Hradec",236300,Jarošovská 753/II,377 01 Jindřichův Hradec,"49° 9´ 5.128"" sš 15° 0´ 49.425"" vd",,,0,0,0,0,0.787,0,0,0,
770230143,"Českomoravský beton, a.s. - Třeboň",236300,Rybářská 671,379 01 Třeboň,"49° 1´ 2.828"" sš 14° 45´ 22.028"" vd",14838443,,0,0,0,0,0.738,0,0,0,
756370023,"Českomoravský štěrk, a.s. - Stráž nad Nežákou",081200,,378 02 Stráž nad Nežárkou,"49° 4´ 8.195"" sš 14° 53´ 7.669"" vd",,,0,0,0,0,0,0,0,0,
